year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap5dn448967,wi,3.0,69162.0,silver,black,capital one auto finance,12200.0,11100.0,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2011,Toyota,Camry,Base,Sedan,automatic,4t1bf3ek5bu211334,nj,32.0,67706.0,black,gray,wells fargo dealer services,10050.0,9200.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,sedan,automatic,1n4al3apxdn575763,wi,32.0,50956.0,silver,black,dtg operations inc,11200.0,11100.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT)
2014,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4ac3eh903043,ca,41.0,19978.0,blue,gray,hyundai motor america,14150.0,15200.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2002,Ford,Taurus,SES,Sedan,automatic,1fafp55u22a171401,pa,,94289.0,gray,—,five points auto group inc,1625.0,800.0,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 1500,LTZ,crew cab,automatic,1gcpkte72cf204641,tn,5.0,40693.0,—,black,ars/ford-lincoln dealer program,28700.0,31400.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6ar6dm760546,tx,42.0,38547.0,white,black,the hertz corporation,20600.0,22000.0,Wed Feb 04 2015 02:05:00 GMT-0800 (PST)
2008,Audi,A4,2.0T quattro,sedan,automatic,waudf78e98a029234,oh,36.0,56410.0,white,beige,jr's auto city inc,11300.0,12700.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,Fiesta,SE,Hatchback,automatic,3fadp4ej3dm187068,mi,41.0,51168.0,white,black,the hertz corporation,8525.0,8200.0,Thu Feb 19 2015 09:30:00 GMT-0800 (PST)
2009,Ford,Ranger,SPORT,SuperCab,,1ftyr44e49pa57392,mi,41.0,53321.0,silver,black,multi auto trading inc,10200.0,8500.0,Thu May 21 2015 02:30:00 GMT-0700 (PDT)
2008,Scion,tC,Base,Hatchback,automatic,jtkde167280229894,va,19.0,132789.0,blue,black,wells fargo dealer services,4675.0,2100.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2012,Dodge,Grand Caravan,American Value Package,minivan,automatic,2c4rdgbgxcr322198,or,43.0,43368.0,gray,black,lease plan usa,11050.0,13500.0,Tue Jun 09 2015 05:30:00 GMT-0700 (PDT)
2014,Volkswagen,Jetta,SE PZEV,Sedan,,3vwd17aj9em428195,az,2.0,21123.0,blue,black,enterprise vehicle exchange / tra / rental / tulsa,12750.0,8500.0,Wed Feb 18 2015 03:00:00 GMT-0800 (PST)
2006,Dodge,Charger,RT,Sedan,automatic,2b3ka53h36h373396,wa,39.0,86772.0,yellow,black,our community credit union,9150.0,12400.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2006,Chrysler,Town and Country,Base,Minivan,automatic,1a4gp45r86b631174,nc,3.0,188991.0,blue,gray,crossroads ford of wake forest inc,775.0,1300.0,Mon Jan 05 2015 00:31:00 GMT-0800 (PST)
2010,Dodge,Journey,SXT,SUV,automatic,3d4pg5fv9at269499,az,38.0,69377.0,gold,tan,auto trakk llc,9425.0,9500.0,Thu Feb 05 2015 03:00:00 GMT-0800 (PST)
2014,Ford,Explorer,XLT,suv,automatic,1fm5k8d85egc51055,tn,19.0,39036.0,—,tan,avis budget group,25700.0,24000.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2014,Nissan,Murano,SV,SUV,,jn8az1mu3ew410636,ca,43.0,22591.0,silver,gray,nissan north america inc.,20700.0,20000.0,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2009,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa51ex9c828793,la,,110262.0,white,—,moss motors,9700.0,11400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Cadillac,SRX,Luxury,suv,automatic,3gyfnaey0bs613886,ca,47.0,33618.0,gold,beige,high bid trading co inc,21900.0,22500.0,Wed Jun 17 2015 05:15:00 GMT-0700 (PDT)
2014,Ford,F-150,XL,regular cab,,1ftnf1cf0ekd63792,mo,43.0,9402.0,white,gray,u-haul technical center,17450.0,18700.0,Tue Jun 09 2015 04:00:00 GMT-0700 (PDT)
2011,Dodge,Grand Caravan,Express,minivan,automatic,2d4rn4dg8br706622,ca,27.0,90010.0,white,gray,vpsi  inc,8275.0,7300.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT)
2012,Ford,F-250 Super Duty,XL,SuperCab,automatic,1ft7x2b69ceb03917,pa,29.0,91592.0,white,gray,glesby marks ltd,15200.0,16800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2012,Kia,Sportage,LX,SUV,automatic,kndpbca29c7250424,oh,42.0,49048.0,black,black,hyundai motor finance,13250.0,14100.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2011,Lincoln,MKZ,Base,sedan,automatic,3lnhl2gc6br769333,md,4.0,29722.0,black,gray,consolidated asset recovery systems  inc.,14700.0,14700.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3n1cn7ap3dl859744,ca,27.0,38525.0,gray,black,enterprise veh exchange/rental,9675.0,9900.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST)
2014,Lexus,IS 250,Base,sedan,automatic,jthbf1d20e5008780,ga,44.0,26928.0,gray,beige,lexus financial services,28000.0,27400.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT)
2015,Chevrolet,Cruze,LTZ,sedan,automatic,1g1pg5sbxf7101030,il,4.0,11420.0,white,black,gm remarketing,16600.0,17300.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT)
2003,Honda,Odyssey,EX,Minivan,automatic,2hkrl18653h503334,oh,32.0,139429.0,white,gray,car source,2200.0,1850.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2011,Ford,Escape,XLT,SUV,automatic,1fmcu0d74bkb85309,mn,36.0,81573.0,silver,black,flexco fleet services,9825.0,9000.0,Thu Jan 29 2015 02:45:00 GMT-0800 (PST)
2013,Subaru,Forester,2.5X Limited PZEV,suv,automatic,jf2shaec9dh412257,co,29.0,27325.0,white,gray,echopark,19750.0,18200.0,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
2010,Honda,Pilot,EX-L,SUV,automatic,5fnyf4h55ab009627,oh,41.0,93278.0,purple,tan,pauley motor car co preowned vehicles llc,15500.0,17500.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2013,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu4dl500344,mi,46.0,16452.0,red,black,ford motor credit company,17250.0,17900.0,Wed Jan 14 2015 10:00:00 GMT-0800 (PST)
2011,Ford,F-150,XLT,SuperCab,automatic,1ftfx1ef5bkd77536,oh,31.0,48604.0,white,gray,humberview chevrolet,21600.0,17700.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2012,Nissan,Rogue,S,SUV,automatic,jn8as5mt5cw261193,il,41.0,48405.0,black,black,nissan-infiniti lt,14250.0,14700.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT)
2013,Volvo,XC60,3.2,SUV,automatic,yv4940dz9d2420173,nj,39.0,35370.0,black,black,enterprise veh exchange/rental,22600.0,21750.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
2000,Lincoln,LS,V8,Sedan,automatic,1lnhm87a6yy798551,az,1.0,232343.0,red,tan,cash time title loans,275.0,650.0,Wed Jan 14 2015 03:00:00 GMT-0800 (PST)
2013,Mazda,CX-5,Touring,SUV,automatic,jm3ke4ce7d0143940,mn,34.0,29209.0,black,black,walser honda,19200.0,18400.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2015,Kia,Sportage,LX,SUV,automatic,kndpbcac3f7706320,wi,44.0,17843.0,blue,black,kia motors america  inc,18600.0,18200.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT)
2012,Ford,Fusion,SEL,Sedan,,3fahp0jaxcr412622,co,28.0,32440.0,black,black,ford motor credit company llc pd,12900.0,12000.0,Wed May 27 2015 04:00:00 GMT-0700 (PDT)
2012,Jeep,Liberty,Sport,SUV,automatic,1c4pjmak8cw143847,ga,35.0,66655.0,gray,beige,ge fleet services for itself/servicer,12250.0,11500.0,Tue Jan 13 2015 13:10:00 GMT-0800 (PST)
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,jn1cv6arxbm411905,fl,48.0,26386.0,gray,black,nissan infiniti lt,18650.0,18200.0,Wed Mar 04 2015 01:00:00 GMT-0800 (PST)
2014,Ford,Fusion,Titanium,Sedan,automatic,3fa6p0k94er320324,fl,45.0,21138.0,—,black,avis budget group,19700.0,20800.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3apxdn514218,oh,4.0,42304.0,white,black,nissan dealer blend/avis rent a car,12750.0,12500.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2011,BMW,5 Series,535i,Sedan,automatic,wbafr7c51bc604087,fl,41.0,43906.0,blue,beige,reeves import motorcars inc,28000.0,27000.0,Thu Jan 15 2015 01:25:00 GMT-0800 (PST)
2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskce0xer172219,tn,39.0,39741.0,black,black,avis corporation,39900.0,40700.0,Wed Feb 25 2015 10:30:00 GMT-0800 (PST)
2013,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap3dc151708,il,39.0,49249.0,—,tan,nissan-infiniti lt,12900.0,15200.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2003,Mitsubishi,Montero Sport,Limited,SUV,automatic,ja4mt41r83j009972,ma,27.0,175245.0,blue,tan,oceanside auto sales inc,1700.0,1300.0,Tue Feb 17 2015 02:00:00 GMT-0800 (PST)
2012,Acura,TSX,Base,Sedan,,jh4cu2f49cc030235,pa,39.0,41181.0,white,black,ahfc/honda lease/trust/hvt  inc. eot acuras,15350.0,14500.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2011,Toyota,Camry,LE,Sedan,automatic,4t4bf3ek6br219366,fl,36.0,14653.0,silver,gray,world omni financial corporation,12500.0,12100.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2008,Mazda,CX-7,Grand Touring,SUV,automatic,jm3er293080208273,fl,25.0,70822.0,white,tan,mercedes benz of fort myers,6875.0,6500.0,Tue Jan 06 2015 18:00:00 GMT-0800 (PST)
2014,Buick,Regal,GS,sedan,automatic,2g4gt5gx0e9142217,fl,41.0,1432.0,off-white,black,kelley buick gmc inc,25600.0,27500.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2007,BMW,5 Series,530xi,sedan,,wbanf73517cu22093,pa,24.0,117350.0,—,brown,r hollenshead auto sales inc,8425.0,7900.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
2009,Ford,Edge,Limited,SUV,automatic,2fmdk39c39ba66723,tx,,105520.0,white,—,mac churchhill auto mall,10400.0,10400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2006,Chrysler,300,Touring,Sedan,automatic,2c3ka53g06h305678,nc,28.0,145083.0,silver,gray,veros credit,4825.0,3600.0,Mon May 11 2015 02:30:00 GMT-0700 (PDT)
2009,Chevrolet,Traverse,LS,SUV,automatic,1gner13d89s178263,fl,34.0,104657.0,silver,gray,onemain rem/west financial acceptance,8775.0,9700.0,Wed Feb 25 2015 01:10:00 GMT-0800 (PST)
2012,Hyundai,Genesis Coupe,3.8 R-Spec,genesis coupe,manual,kmhhu6kh6cu071399,oh,19.0,29798.0,red,black,wells fargo dealer services,16250.0,13400.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2011,Ford,Ranger,XL,Regular Cab,,1ftkr1ad4bpa93525,tx,,30683.0,white,—,o'reilly auto parts,11000.0,1000.0,Tue Dec 23 2014 00:00:00 GMT-0800 (PST)
2004,GMC,Envoy,SLT,SUV,automatic,1gkds13s142182532,nc,29.0,184417.0,gold,—,crossroads ford of wake forest inc,2850.0,3000.0,Mon Dec 29 2014 09:00:00 GMT-0800 (PST)
2003,,,,,automatic,1g1yy22g835132084,va,24.0,130051.0,red,black,sullivan auto trading inc,8575.0,9300.0,Thu Feb 12 2015 01:35:00 GMT-0800 (PST)
2010,Dodge,Charger,RT Fleet,Sedan,,2b3ck5ct7ah223774,pa,38.0,67591.0,red,black,tdaf remarketing,16150.0,17800.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2005,BMW,X3,3.0i,SUV,automatic,wbxpa93475wd23759,fl,29.0,83864.0,gray,black,tdaf remarketing,7200.0,10000.0,Tue Jan 06 2015 01:00:00 GMT-0800 (PST)
2014,Jeep,Cherokee,Latitude,SUV,automatic,1c4pjlcb9ew155614,mo,5.0,5986.0,—,black,napleton's mid river,18750.0,19800.0,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2006,honda,pilot,4x4 ex-l,,automatic,5fnyf18626b027212,md,34.0,122227.0,green,green,amber auto,7900.0,8000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2015,Volvo,XC70,T6,Wagon,automatic,yv4902nb3f1196464,ca,44.0,12878.0,silver,black,volvo na rep/world omni,32300.0,32500.0,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2007,Nissan,Altima,2.5 S,Sedan,automatic,1n4al21e67c219450,ma,36.0,129016.0,gray,black,clay nissan of newton inc,4925.0,4700.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Nissan,Juke,SL,Hatchback,automatic,jn8af5mr6bt020557,ca,37.0,66982.0,black,black,nissan dealer blend/ross nissan of el monte,12200.0,12250.0,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2012,Ford,Flex,Limited,Wagon,automatic,2fmhk6dt7cbd06681,oh,41.0,58724.0,black,black,wholesale inc # 2,23300.0,24500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
2008,Subaru,Legacy,2.5 I Limited,Sedan,automatic,4s3bl626787225457,pa,44.0,80491.0,black,black,ciocca subaru,8000.0,9400.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Nissan,Altima,2.5,Sedan,automatic,1n4al3ap9ec120433,tn,4.0,20760.0,brown,black,nissan north america inc.,15700.0,14900.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2000,Saturn,L-Series,LS1,Sedan,automatic,1g8ju52f0yy679721,mi,2.0,177764.0,silver,black,remarketing by ge/zeal credit union,525.0,500.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE,suv,automatic,salag2d47da686958,fl,5.0,41896.0,white,black,land rover north dade llc,41100.0,42000.0,Fri Jun 19 2015 02:35:00 GMT-0700 (PDT)
2007,Toyota,Corolla,LE,Sedan,automatic,1nxbr32e37z865519,fl,37.0,98982.0,silver,gray,toyota of orlando,5050.0,6300.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2012,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pg5scxc7292601,il,2.0,32231.0,black,black,ally,10950.0,12200.0,Thu May 21 2015 03:00:00 GMT-0700 (PDT)
2008,Mazda,Mazda3,i Sport,Sedan,automatic,jm1bk12f281776789,ca,36.0,89720.0,black,black,autohaus,5075.0,7400.0,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
